variable,value,frequency,percent
county_fips,01001,1,0.031036623215394164
county_fips,01003,1,0.031036623215394164
county_fips,01005,1,0.031036623215394164
county_fips,01007,1,0.031036623215394164
county_fips,01009,1,0.031036623215394164
county_fips,01011,1,0.031036623215394164
county_fips,01013,1,0.031036623215394164
county_fips,01015,1,0.031036623215394164
county_fips,01017,1,0.031036623215394164
county_fips,01019,1,0.031036623215394164
county_fips,01021,1,0.031036623215394164
county_fips,01023,1,0.031036623215394164
county_fips,01025,1,0.031036623215394164
county_fips,01027,1,0.031036623215394164
county_fips,01029,1,0.031036623215394164
county_fips,01031,1,0.031036623215394164
county_fips,01033,1,0.031036623215394164
county_fips,01035,1,0.031036623215394164
county_fips,01037,1,0.031036623215394164
county_fips,01039,1,0.031036623215394164
county_fips,01041,1,0.031036623215394164
county_fips,01043,1,0.031036623215394164
county_fips,01045,1,0.031036623215394164
county_fips,01047,1,0.031036623215394164
county_fips,01049,1,0.031036623215394164
county_fips,01051,1,0.031036623215394164
county_fips,01053,1,0.031036623215394164
county_fips,01055,1,0.031036623215394164
county_fips,01057,1,0.031036623215394164
county_fips,01059,1,0.031036623215394164
county_fips,01061,1,0.031036623215394164
county_fips,01063,1,0.031036623215394164
county_fips,01065,1,0.031036623215394164
county_fips,01067,1,0.031036623215394164
county_fips,01069,1,0.031036623215394164
county_fips,01071,1,0.031036623215394164
county_fips,01073,1,0.031036623215394164
county_fips,01075,1,0.031036623215394164
county_fips,01077,1,0.031036623215394164
county_fips,01079,1,0.031036623215394164
county_fips,01081,1,0.031036623215394164
county_fips,01083,1,0.031036623215394164
county_fips,01085,1,0.031036623215394164
county_fips,01087,1,0.031036623215394164
county_fips,01089,1,0.031036623215394164
county_fips,01091,1,0.031036623215394164
county_fips,01093,1,0.031036623215394164
county_fips,01095,1,0.031036623215394164
county_fips,01097,1,0.031036623215394164
county_fips,01099,1,0.031036623215394164
county_fips,01101,1,0.031036623215394164
county_fips,01103,1,0.031036623215394164
county_fips,01105,1,0.031036623215394164
county_fips,01107,1,0.031036623215394164
county_fips,01109,1,0.031036623215394164
county_fips,01111,1,0.031036623215394164
county_fips,01113,1,0.031036623215394164
county_fips,01115,1,0.031036623215394164
county_fips,01117,1,0.031036623215394164
county_fips,01119,1,0.031036623215394164
county_fips,01121,1,0.031036623215394164
county_fips,01123,1,0.031036623215394164
county_fips,01125,1,0.031036623215394164
county_fips,01127,1,0.031036623215394164
county_fips,01129,1,0.031036623215394164
county_fips,01131,1,0.031036623215394164
county_fips,01133,1,0.031036623215394164
county_fips,02013,1,0.031036623215394164
county_fips,02016,1,0.031036623215394164
county_fips,02020,1,0.031036623215394164
county_fips,02050,1,0.031036623215394164
county_fips,02060,1,0.031036623215394164
county_fips,02063,1,0.031036623215394164
county_fips,02066,1,0.031036623215394164
county_fips,02068,1,0.031036623215394164
county_fips,02070,1,0.031036623215394164
county_fips,02090,1,0.031036623215394164
county_fips,02100,1,0.031036623215394164
county_fips,02105,1,0.031036623215394164
county_fips,02110,1,0.031036623215394164
county_fips,02122,1,0.031036623215394164
county_fips,02130,1,0.031036623215394164
county_fips,02150,1,0.031036623215394164
county_fips,02158,1,0.031036623215394164
county_fips,02164,1,0.031036623215394164
county_fips,02170,1,0.031036623215394164
county_fips,02180,1,0.031036623215394164
county_fips,02185,1,0.031036623215394164
county_fips,02188,1,0.031036623215394164
county_fips,02195,1,0.031036623215394164
county_fips,02198,1,0.031036623215394164
county_fips,02220,1,0.031036623215394164
county_fips,02230,1,0.031036623215394164
county_fips,02240,1,0.031036623215394164
county_fips,02275,1,0.031036623215394164
county_fips,02282,1,0.031036623215394164
county_fips,02290,1,0.031036623215394164
county_fips,04001,1,0.031036623215394164
county_fips,04003,1,0.031036623215394164
county_fips,04005,1,0.031036623215394164
county_fips,04007,1,0.031036623215394164
county_fips,04009,1,0.031036623215394164
county_fips,04011,1,0.031036623215394164
county_fips,04012,1,0.031036623215394164
county_fips,04013,1,0.031036623215394164
county_fips,04015,1,0.031036623215394164
county_fips,04017,1,0.031036623215394164
county_fips,04019,1,0.031036623215394164
county_fips,04021,1,0.031036623215394164
county_fips,04023,1,0.031036623215394164
county_fips,04025,1,0.031036623215394164
county_fips,04027,1,0.031036623215394164
county_fips,05001,1,0.031036623215394164
county_fips,05003,1,0.031036623215394164
county_fips,05005,1,0.031036623215394164
county_fips,05007,1,0.031036623215394164
county_fips,05009,1,0.031036623215394164
county_fips,05011,1,0.031036623215394164
county_fips,05013,1,0.031036623215394164
county_fips,05015,1,0.031036623215394164
county_fips,05017,1,0.031036623215394164
county_fips,05019,1,0.031036623215394164
county_fips,05021,1,0.031036623215394164
county_fips,05023,1,0.031036623215394164
county_fips,05025,1,0.031036623215394164
county_fips,05027,1,0.031036623215394164
county_fips,05029,1,0.031036623215394164
county_fips,05031,1,0.031036623215394164
county_fips,05033,1,0.031036623215394164
county_fips,05035,1,0.031036623215394164
county_fips,05037,1,0.031036623215394164
county_fips,05039,1,0.031036623215394164
county_fips,05041,1,0.031036623215394164
county_fips,05043,1,0.031036623215394164
county_fips,05045,1,0.031036623215394164
county_fips,05047,1,0.031036623215394164
county_fips,05049,1,0.031036623215394164
county_fips,05051,1,0.031036623215394164
county_fips,05053,1,0.031036623215394164
county_fips,05055,1,0.031036623215394164
county_fips,05057,1,0.031036623215394164
county_fips,05059,1,0.031036623215394164
county_fips,05061,1,0.031036623215394164
county_fips,05063,1,0.031036623215394164
county_fips,05065,1,0.031036623215394164
county_fips,05067,1,0.031036623215394164
county_fips,05069,1,0.031036623215394164
county_fips,05071,1,0.031036623215394164
county_fips,05073,1,0.031036623215394164
county_fips,05075,1,0.031036623215394164
county_fips,05077,1,0.031036623215394164
county_fips,05079,1,0.031036623215394164
county_fips,05081,1,0.031036623215394164
county_fips,05083,1,0.031036623215394164
county_fips,05085,1,0.031036623215394164
county_fips,05087,1,0.031036623215394164
county_fips,05089,1,0.031036623215394164
county_fips,05091,1,0.031036623215394164
county_fips,05093,1,0.031036623215394164
county_fips,05095,1,0.031036623215394164
county_fips,05097,1,0.031036623215394164
county_fips,05099,1,0.031036623215394164
county_fips,05101,1,0.031036623215394164
county_fips,05103,1,0.031036623215394164
county_fips,05105,1,0.031036623215394164
county_fips,05107,1,0.031036623215394164
county_fips,05109,1,0.031036623215394164
county_fips,05111,1,0.031036623215394164
county_fips,05113,1,0.031036623215394164
county_fips,05115,1,0.031036623215394164
county_fips,05117,1,0.031036623215394164
county_fips,05119,1,0.031036623215394164
county_fips,05121,1,0.031036623215394164
county_fips,05123,1,0.031036623215394164
county_fips,05125,1,0.031036623215394164
county_fips,05127,1,0.031036623215394164
county_fips,05129,1,0.031036623215394164
county_fips,05131,1,0.031036623215394164
county_fips,05133,1,0.031036623215394164
county_fips,05135,1,0.031036623215394164
county_fips,05137,1,0.031036623215394164
county_fips,05139,1,0.031036623215394164
county_fips,05141,1,0.031036623215394164
county_fips,05143,1,0.031036623215394164
county_fips,05145,1,0.031036623215394164
county_fips,05147,1,0.031036623215394164
county_fips,05149,1,0.031036623215394164
county_fips,06001,1,0.031036623215394164
county_fips,06003,1,0.031036623215394164
county_fips,06005,1,0.031036623215394164
